,task,submission,n_rows,path,fold
6746,03862,041226048,14,/Dataset/group22/processed/more_cpp_2/results/p03862_s041226048.opcstats,test
6747,03839,054485857,35,/Dataset/group22/processed/more_cpp_2/results/p03839_s054485857.opcstats,train
6748,03106,011679411,15,/Dataset/group22/processed/more_cpp_2/results/p03106_s011679411.opcstats,train
6749,02640,010484037,16,/Dataset/group22/processed/more_cpp_2/results/p02640_s010484037.opcstats,test
6750,03060,042882341,12,/Dataset/group22/processed/more_cpp_2/results/p03060_s042882341.opcstats,test
6751,03001,023909021,22,/Dataset/group22/processed/more_cpp_2/results/p03001_s023909021.opcstats,eval
6752,03075,052527242,14,/Dataset/group22/processed/more_cpp_2/results/p03075_s052527242.opcstats,train
6753,02891,026011617,28,/Dataset/group22/processed/more_cpp_2/results/p02891_s026011617.opcstats,train
6754,03576,045803138,21,/Dataset/group22/processed/more_cpp_2/results/p03576_s045803138.opcstats,train
6755,03209,059080927,18,/Dataset/group22/processed/more_cpp_2/results/p03209_s059080927.opcstats,train
6756,02835,040934057,15,/Dataset/group22/processed/more_cpp_2/results/p02835_s040934057.opcstats,train
6757,03829,092861616,55,/Dataset/group22/processed/more_cpp_2/results/p03829_s092861616.opcstats,eval
6758,02238,013647453,11,/Dataset/group22/processed/more_cpp_2/results/p02238_s013647453.opcstats,train
6759,02721,010430044,28,/Dataset/group22/processed/more_cpp_2/results/p02721_s010430044.opcstats,test
6760,03425,000231963,36,/Dataset/group22/processed/more_cpp_2/results/p03425_s000231963.opcstats,train
6761,03309,057039374,46,/Dataset/group22/processed/more_cpp_2/results/p03309_s057039374.opcstats,eval
6762,04001,001440088,26,/Dataset/group22/processed/more_cpp_2/results/p04001_s001440088.opcstats,train
6763,03737,025668089,38,/Dataset/group22/processed/more_cpp_2/results/p03737_s025668089.opcstats,eval
6764,03377,029886511,37,/Dataset/group22/processed/more_cpp_2/results/p03377_s029886511.opcstats,train
6765,03074,049034738,50,/Dataset/group22/processed/more_cpp_2/results/p03074_s049034738.opcstats,train
6766,03808,004236317,17,/Dataset/group22/processed/more_cpp_2/results/p03808_s004236317.opcstats,eval
6767,03030,033288167,90,/Dataset/group22/processed/more_cpp_2/results/p03030_s033288167.opcstats,test
6768,03698,029098478,32,/Dataset/group22/processed/more_cpp_2/results/p03698_s029098478.opcstats,train
6769,02883,014559433,64,/Dataset/group22/processed/more_cpp_2/results/p02883_s014559433.opcstats,train
6770,03362,065351208,19,/Dataset/group22/processed/more_cpp_2/results/p03362_s065351208.opcstats,train
6771,00723,074573923,66,/Dataset/group22/processed/more_cpp_2/results/p00723_s074573923.opcstats,train
6772,01694,009507960,16,/Dataset/group22/processed/more_cpp_2/results/p01694_s009507960.opcstats,eval
6773,03666,038522062,38,/Dataset/group22/processed/more_cpp_2/results/p03666_s038522062.opcstats,train
6774,02802,002912902,14,/Dataset/group22/processed/more_cpp_2/results/p02802_s002912902.opcstats,train
6775,02914,024623977,32,/Dataset/group22/processed/more_cpp_2/results/p02914_s024623977.opcstats,test
6776,03107,056802466,14,/Dataset/group22/processed/more_cpp_2/results/p03107_s056802466.opcstats,train
6777,03165,013720771,49,/Dataset/group22/processed/more_cpp_2/results/p03165_s013720771.opcstats,train
6778,03574,035227258,40,/Dataset/group22/processed/more_cpp_2/results/p03574_s035227258.opcstats,train
6779,03804,028806817,67,/Dataset/group22/processed/more_cpp_2/results/p03804_s028806817.opcstats,test
6780,03568,015514471,11,/Dataset/group22/processed/more_cpp_2/results/p03568_s015514471.opcstats,train
6781,02736,047376246,37,/Dataset/group22/processed/more_cpp_2/results/p02736_s047376246.opcstats,test
6782,03986,052332194,22,/Dataset/group22/processed/more_cpp_2/results/p03986_s052332194.opcstats,train
6783,02972,044830948,16,/Dataset/group22/processed/more_cpp_2/results/p02972_s044830948.opcstats,train
6784,02928,046640346,18,/Dataset/group22/processed/more_cpp_2/results/p02928_s046640346.opcstats,train
6785,02665,001177515,28,/Dataset/group22/processed/more_cpp_2/results/p02665_s001177515.opcstats,train
6786,02726,011744635,13,/Dataset/group22/processed/more_cpp_2/results/p02726_s011744635.opcstats,test
6787,03836,044517291,30,/Dataset/group22/processed/more_cpp_2/results/p03836_s044517291.opcstats,train
6788,04044,029492784,82,/Dataset/group22/processed/more_cpp_2/results/p04044_s029492784.opcstats,train
6789,03998,012234760,54,/Dataset/group22/processed/more_cpp_2/results/p03998_s012234760.opcstats,train
6790,02903,062336935,28,/Dataset/group22/processed/more_cpp_2/results/p02903_s062336935.opcstats,train
6791,02977,043585191,13,/Dataset/group22/processed/more_cpp_2/results/p02977_s043585191.opcstats,train
6792,03618,018530725,33,/Dataset/group22/processed/more_cpp_2/results/p03618_s018530725.opcstats,eval
6793,03486,025753854,40,/Dataset/group22/processed/more_cpp_2/results/p03486_s025753854.opcstats,train
6794,03214,051276559,14,/Dataset/group22/processed/more_cpp_2/results/p03214_s051276559.opcstats,eval
6795,03954,047557211,36,/Dataset/group22/processed/more_cpp_2/results/p03954_s047557211.opcstats,train
6796,03290,009612556,20,/Dataset/group22/processed/more_cpp_2/results/p03290_s009612556.opcstats,train
6797,03568,006014452,13,/Dataset/group22/processed/more_cpp_2/results/p03568_s006014452.opcstats,train
6798,03435,053459824,28,/Dataset/group22/processed/more_cpp_2/results/p03435_s053459824.opcstats,test
6799,02756,009297268,74,/Dataset/group22/processed/more_cpp_2/results/p02756_s009297268.opcstats,test
6800,01369,036969187,13,/Dataset/group22/processed/more_cpp_2/results/p01369_s036969187.opcstats,eval
6801,02785,053012618,32,/Dataset/group22/processed/more_cpp_2/results/p02785_s053012618.opcstats,test
6802,02756,005796558,35,/Dataset/group22/processed/more_cpp_2/results/p02756_s005796558.opcstats,test
6803,02238,062395420,19,/Dataset/group22/processed/more_cpp_2/results/p02238_s062395420.opcstats,train
6804,02923,002558048,16,/Dataset/group22/processed/more_cpp_2/results/p02923_s002558048.opcstats,train
6805,02841,047389847,11,/Dataset/group22/processed/more_cpp_2/results/p02841_s047389847.opcstats,train
6806,03854,066548949,48,/Dataset/group22/processed/more_cpp_2/results/p03854_s066548949.opcstats,train
6807,03732,040090672,56,/Dataset/group22/processed/more_cpp_2/results/p03732_s040090672.opcstats,train
6808,03839,075323068,14,/Dataset/group22/processed/more_cpp_2/results/p03839_s075323068.opcstats,train
6809,03203,024596113,72,/Dataset/group22/processed/more_cpp_2/results/p03203_s024596113.opcstats,train
6810,03193,016891061,13,/Dataset/group22/processed/more_cpp_2/results/p03193_s016891061.opcstats,eval
6811,03769,010582480,25,/Dataset/group22/processed/more_cpp_2/results/p03769_s010582480.opcstats,eval
6812,03677,005114588,13,/Dataset/group22/processed/more_cpp_2/results/p03677_s005114588.opcstats,eval
6813,03576,002609350,56,/Dataset/group22/processed/more_cpp_2/results/p03576_s002609350.opcstats,train
6814,02851,034220046,30,/Dataset/group22/processed/more_cpp_2/results/p02851_s034220046.opcstats,eval
6815,03566,019158548,12,/Dataset/group22/processed/more_cpp_2/results/p03566_s019158548.opcstats,train
6816,02844,031319723,40,/Dataset/group22/processed/more_cpp_2/results/p02844_s031319723.opcstats,train
6817,03826,051828007,11,/Dataset/group22/processed/more_cpp_2/results/p03826_s051828007.opcstats,train
6818,02284,038582998,14,/Dataset/group22/processed/more_cpp_2/results/p02284_s038582998.opcstats,test
6819,02701,011454487,30,/Dataset/group22/processed/more_cpp_2/results/p02701_s011454487.opcstats,train
6820,02736,006733638,14,/Dataset/group22/processed/more_cpp_2/results/p02736_s006733638.opcstats,test
6821,03209,048515513,31,/Dataset/group22/processed/more_cpp_2/results/p03209_s048515513.opcstats,train
6822,03598,008250289,11,/Dataset/group22/processed/more_cpp_2/results/p03598_s008250289.opcstats,eval
6823,04030,070943292,19,/Dataset/group22/processed/more_cpp_2/results/p04030_s070943292.opcstats,train
6824,03759,029546559,30,/Dataset/group22/processed/more_cpp_2/results/p03759_s029546559.opcstats,train
6825,03363,014210056,42,/Dataset/group22/processed/more_cpp_2/results/p03363_s014210056.opcstats,train
6826,03260,018116958,37,/Dataset/group22/processed/more_cpp_2/results/p03260_s018116958.opcstats,train
6827,03599,016431480,51,/Dataset/group22/processed/more_cpp_2/results/p03599_s016431480.opcstats,train
6828,03261,061883140,57,/Dataset/group22/processed/more_cpp_2/results/p03261_s061883140.opcstats,test
6829,03138,025958743,13,/Dataset/group22/processed/more_cpp_2/results/p03138_s025958743.opcstats,test
6830,03645,003820725,21,/Dataset/group22/processed/more_cpp_2/results/p03645_s003820725.opcstats,train
6831,03320,050410755,134,/Dataset/group22/processed/more_cpp_2/results/p03320_s050410755.opcstats,train
6832,03287,051718744,41,/Dataset/group22/processed/more_cpp_2/results/p03287_s051718744.opcstats,test
6833,03954,027915561,77,/Dataset/group22/processed/more_cpp_2/results/p03954_s027915561.opcstats,train
6834,03374,014644558,17,/Dataset/group22/processed/more_cpp_2/results/p03374_s014644558.opcstats,eval
6835,02284,014659725,43,/Dataset/group22/processed/more_cpp_2/results/p02284_s014659725.opcstats,test
6836,03390,061118791,14,/Dataset/group22/processed/more_cpp_2/results/p03390_s061118791.opcstats,test
6837,03434,061929892,15,/Dataset/group22/processed/more_cpp_2/results/p03434_s061929892.opcstats,train
6838,03401,022236325,27,/Dataset/group22/processed/more_cpp_2/results/p03401_s022236325.opcstats,test
6839,03060,006651624,21,/Dataset/group22/processed/more_cpp_2/results/p03060_s006651624.opcstats,test
6840,01131,022104482,49,/Dataset/group22/processed/more_cpp_2/results/p01131_s022104482.opcstats,train
6841,02416,006766632,11,/Dataset/group22/processed/more_cpp_2/results/p02416_s006766632.opcstats,train
6842,03738,057383543,14,/Dataset/group22/processed/more_cpp_2/results/p03738_s057383543.opcstats,train
6843,03273,039334405,35,/Dataset/group22/processed/more_cpp_2/results/p03273_s039334405.opcstats,train
6844,03711,026976500,19,/Dataset/group22/processed/more_cpp_2/results/p03711_s026976500.opcstats,train
6845,02536,050378745,16,/Dataset/group22/processed/more_cpp_2/results/p02536_s050378745.opcstats,test
6846,03550,016494462,12,/Dataset/group22/processed/more_cpp_2/results/p03550_s016494462.opcstats,train
6847,03438,045949875,37,/Dataset/group22/processed/more_cpp_2/results/p03438_s045949875.opcstats,train
6848,02664,019803710,52,/Dataset/group22/processed/more_cpp_2/results/p02664_s019803710.opcstats,train
6849,02709,010213626,58,/Dataset/group22/processed/more_cpp_2/results/p02709_s010213626.opcstats,test
6850,03722,009359188,65,/Dataset/group22/processed/more_cpp_2/results/p03722_s009359188.opcstats,train
6851,02975,028517644,45,/Dataset/group22/processed/more_cpp_2/results/p02975_s028517644.opcstats,train
6852,03333,010849293,73,/Dataset/group22/processed/more_cpp_2/results/p03333_s010849293.opcstats,train
6853,02546,009856158,20,/Dataset/group22/processed/more_cpp_2/results/p02546_s009856158.opcstats,train
6854,00018,029663611,32,/Dataset/group22/processed/more_cpp_2/results/p00018_s029663611.opcstats,test
6855,03658,043697858,42,/Dataset/group22/processed/more_cpp_2/results/p03658_s043697858.opcstats,train
6856,02691,021783992,43,/Dataset/group22/processed/more_cpp_2/results/p02691_s021783992.opcstats,eval
6857,02722,050766652,27,/Dataset/group22/processed/more_cpp_2/results/p02722_s050766652.opcstats,train
6858,03209,010962108,25,/Dataset/group22/processed/more_cpp_2/results/p03209_s010962108.opcstats,train
6859,03576,067246036,88,/Dataset/group22/processed/more_cpp_2/results/p03576_s067246036.opcstats,train
6860,03470,024628806,44,/Dataset/group22/processed/more_cpp_2/results/p03470_s024628806.opcstats,train
6861,00718,045304259,30,/Dataset/group22/processed/more_cpp_2/results/p00718_s045304259.opcstats,train
6862,03747,001890891,53,/Dataset/group22/processed/more_cpp_2/results/p03747_s001890891.opcstats,train
6863,02886,031047369,16,/Dataset/group22/processed/more_cpp_2/results/p02886_s031047369.opcstats,train
6864,02954,049909160,22,/Dataset/group22/processed/more_cpp_2/results/p02954_s049909160.opcstats,test
6865,03550,005771552,23,/Dataset/group22/processed/more_cpp_2/results/p03550_s005771552.opcstats,train
6866,02651,050607515,68,/Dataset/group22/processed/more_cpp_2/results/p02651_s050607515.opcstats,train
6867,02960,056674926,26,/Dataset/group22/processed/more_cpp_2/results/p02960_s056674926.opcstats,train
6868,02269,063199093,58,/Dataset/group22/processed/more_cpp_2/results/p02269_s063199093.opcstats,eval
6869,03215,017798523,53,/Dataset/group22/processed/more_cpp_2/results/p03215_s017798523.opcstats,train
6870,03412,015384639,43,/Dataset/group22/processed/more_cpp_2/results/p03412_s015384639.opcstats,train
6871,03076,035764329,23,/Dataset/group22/processed/more_cpp_2/results/p03076_s035764329.opcstats,eval
6872,03434,035690988,17,/Dataset/group22/processed/more_cpp_2/results/p03434_s035690988.opcstats,train
6873,03565,055053333,12,/Dataset/group22/processed/more_cpp_2/results/p03565_s055053333.opcstats,train
6874,02813,070289438,26,/Dataset/group22/processed/more_cpp_2/results/p02813_s070289438.opcstats,test
6875,03261,067292395,61,/Dataset/group22/processed/more_cpp_2/results/p03261_s067292395.opcstats,test
6876,03809,049291266,70,/Dataset/group22/processed/more_cpp_2/results/p03809_s049291266.opcstats,train
6877,03421,047038187,44,/Dataset/group22/processed/more_cpp_2/results/p03421_s047038187.opcstats,train
6878,03761,033720372,66,/Dataset/group22/processed/more_cpp_2/results/p03761_s033720372.opcstats,train
6879,03565,031415733,26,/Dataset/group22/processed/more_cpp_2/results/p03565_s031415733.opcstats,train
6880,03054,027801282,20,/Dataset/group22/processed/more_cpp_2/results/p03054_s027801282.opcstats,train
6881,02730,011595626,28,/Dataset/group22/processed/more_cpp_2/results/p02730_s011595626.opcstats,train
6882,03767,011825994,41,/Dataset/group22/processed/more_cpp_2/results/p03767_s011825994.opcstats,train
6883,03006,035051176,98,/Dataset/group22/processed/more_cpp_2/results/p03006_s035051176.opcstats,train
6884,02851,011538294,51,/Dataset/group22/processed/more_cpp_2/results/p02851_s011538294.opcstats,eval
6885,03816,013708206,33,/Dataset/group22/processed/more_cpp_2/results/p03816_s013708206.opcstats,eval
6886,02600,056380269,12,/Dataset/group22/processed/more_cpp_2/results/p02600_s056380269.opcstats,train
6887,03661,042619766,13,/Dataset/group22/processed/more_cpp_2/results/p03661_s042619766.opcstats,test
6888,02824,000903333,37,/Dataset/group22/processed/more_cpp_2/results/p02824_s000903333.opcstats,train
6889,02265,013406484,12,/Dataset/group22/processed/more_cpp_2/results/p02265_s013406484.opcstats,train
6890,02361,027053162,39,/Dataset/group22/processed/more_cpp_2/results/p02361_s027053162.opcstats,train
6891,03436,068500187,59,/Dataset/group22/processed/more_cpp_2/results/p03436_s068500187.opcstats,eval
6892,02274,024111777,15,/Dataset/group22/processed/more_cpp_2/results/p02274_s024111777.opcstats,train
6893,02947,037216528,67,/Dataset/group22/processed/more_cpp_2/results/p02947_s037216528.opcstats,train
6894,00013,020510420,23,/Dataset/group22/processed/more_cpp_2/results/p00013_s020510420.opcstats,train
6895,03252,041279715,34,/Dataset/group22/processed/more_cpp_2/results/p03252_s041279715.opcstats,test
6896,00481,008410504,36,/Dataset/group22/processed/more_cpp_2/results/p00481_s008410504.opcstats,train
6897,03303,017622812,21,/Dataset/group22/processed/more_cpp_2/results/p03303_s017622812.opcstats,test
6898,03149,025330140,52,/Dataset/group22/processed/more_cpp_2/results/p03149_s025330140.opcstats,train
6899,02317,011773477,15,/Dataset/group22/processed/more_cpp_2/results/p02317_s011773477.opcstats,train
6900,03576,003100675,23,/Dataset/group22/processed/more_cpp_2/results/p03576_s003100675.opcstats,train
6901,02977,047091144,18,/Dataset/group22/processed/more_cpp_2/results/p02977_s047091144.opcstats,train
6902,04008,036240427,38,/Dataset/group22/processed/more_cpp_2/results/p04008_s036240427.opcstats,train
6903,02722,054143924,11,/Dataset/group22/processed/more_cpp_2/results/p02722_s054143924.opcstats,train
6904,03787,003270265,20,/Dataset/group22/processed/more_cpp_2/results/p03787_s003270265.opcstats,eval
6905,03668,037681278,43,/Dataset/group22/processed/more_cpp_2/results/p03668_s037681278.opcstats,train
6906,03676,018556415,48,/Dataset/group22/processed/more_cpp_2/results/p03676_s018556415.opcstats,eval
